RegionName,ParkName,ParkType,Year,TRV
Pacific West  Region,Pinnacles NP,National Park,1937,22426
Pacific West  Region,Pinnacles NP,National Park,1938,22266
Pacific West  Region,Pinnacles NP,National Park,1939,24717
Pacific West  Region,Pinnacles NP,National Park,1940,25068
Pacific West  Region,Pinnacles NP,National Park,1941,27131
Pacific West  Region,Pinnacles NP,National Park,1942,10311
Pacific West  Region,Pinnacles NP,National Park,1943,4570
Pacific West  Region,Pinnacles NP,National Park,1944,3845
Pacific West  Region,Pinnacles NP,National Park,1945,7494
Pacific West  Region,Pinnacles NP,National Park,1946,16298
Pacific West  Region,Pinnacles NP,National Park,1947,18328
Pacific West  Region,Pinnacles NP,National Park,1948,20331
Pacific West  Region,Pinnacles NP,National Park,1949,24557
Pacific West  Region,Pinnacles NP,National Park,1950,24814
Pacific West  Region,Pinnacles NP,National Park,1951,27090
Pacific West  Region,Pinnacles NP,National Park,1952,28236
Pacific West  Region,Pinnacles NP,National Park,1953,42199
Pacific West  Region,Pinnacles NP,National Park,1954,38300
Pacific West  Region,Pinnacles NP,National Park,1955,36500
Pacific West  Region,Pinnacles NP,National Park,1956,40300
Pacific West  Region,Pinnacles NP,National Park,1957,53200
Pacific West  Region,Pinnacles NP,National Park,1958,54900
Pacific West  Region,Pinnacles NP,National Park,1959,71400
Pacific West  Region,Pinnacles NP,National Park,1960,72000
Pacific West  Region,Pinnacles NP,National Park,1961,76900
Pacific West  Region,Pinnacles NP,National Park,1962,81500
Pacific West  Region,Pinnacles NP,National Park,1963,97000
Pacific West  Region,Pinnacles NP,National Park,1964,103200
Pacific West  Region,Pinnacles NP,National Park,1965,118000
Pacific West  Region,Pinnacles NP,National Park,1966,117900
Pacific West  Region,Pinnacles NP,National Park,1967,160600
Pacific West  Region,Pinnacles NP,National Park,1968,147000
Pacific West  Region,Pinnacles NP,National Park,1969,147000
Pacific West  Region,Pinnacles NP,National Park,1970,166200
Pacific West  Region,Pinnacles NP,National Park,1971,169200
Pacific West  Region,Pinnacles NP,National Park,1972,168896
Pacific West  Region,Pinnacles NP,National Park,1973,155500
Pacific West  Region,Pinnacles NP,National Park,1974,138500
Pacific West  Region,Pinnacles NP,National Park,1975,162200
Pacific West  Region,Pinnacles NP,National Park,1976,156900
Pacific West  Region,Pinnacles NP,National Park,1977,160500
Pacific West  Region,Pinnacles NP,National Park,1978,155822
Pacific West  Region,Pinnacles NP,National Park,1979,153717
Pacific West  Region,Pinnacles NP,National Park,1980,163626
Pacific West  Region,Pinnacles NP,National Park,1981,155205
Pacific West  Region,Pinnacles NP,National Park,1982,171026
Pacific West  Region,Pinnacles NP,National Park,1983,170631
Pacific West  Region,Pinnacles NP,National Park,1984,166258
Pacific West  Region,Pinnacles NP,National Park,1985,191578
Pacific West  Region,Pinnacles NP,National Park,1986,198236
Pacific West  Region,Pinnacles NP,National Park,1987,204705
Pacific West  Region,Pinnacles NP,National Park,1988,212094
Pacific West  Region,Pinnacles NP,National Park,1989,218601
Pacific West  Region,Pinnacles NP,National Park,1990,214268
Pacific West  Region,Pinnacles NP,National Park,1991,192610
Pacific West  Region,Pinnacles NP,National Park,1992,191683
Pacific West  Region,Pinnacles NP,National Park,1993,194757
Pacific West  Region,Pinnacles NP,National Park,1994,172642
Pacific West  Region,Pinnacles NP,National Park,1995,177527
Pacific West  Region,Pinnacles NP,National Park,1996,164465
Pacific West  Region,Pinnacles NP,National Park,1997,171971
Pacific West  Region,Pinnacles NP,National Park,1998,94639
Pacific West  Region,Pinnacles NP,National Park,1999,164854
Pacific West  Region,Pinnacles NP,National Park,2000,162110
Pacific West  Region,Pinnacles NP,National Park,2001,178243
Pacific West  Region,Pinnacles NP,National Park,2002,162266
Pacific West  Region,Pinnacles NP,National Park,2003,162791
Pacific West  Region,Pinnacles NP,National Park,2004,157397
Pacific West  Region,Pinnacles NP,National Park,2005,170994
Pacific West  Region,Pinnacles NP,National Park,2006,158824
Pacific West  Region,Pinnacles NP,National Park,2007,161019
Pacific West  Region,Pinnacles NP,National Park,2008,166988
Pacific West  Region,Pinnacles NP,National Park,2009,171112
Pacific West  Region,Pinnacles NP,National Park,2010,246575
Pacific West  Region,Pinnacles NP,National Park,2011,393219
Pacific West  Region,Pinnacles NP,National Park,2012,224476
Pacific West  Region,Pinnacles NP,National Park,2013,237677
Pacific West  Region,Pinnacles NP,National Park,2014,196635
Pacific West  Region,Pinnacles NP,National Park,2015,206533
Pacific West  Region,Pinnacles NP,National Park,2016,215555
Pacific West  Region,Pinnacles NP,National Park,2017,233334
Pacific West  Region,Pinnacles NP,National Park,2018,222152
Pacific West  Region,Pinnacles NP,National Park,2019,177224
Pacific West  Region,Pinnacles NP,National Park,2020,165740
Pacific West  Region,Redwood NP,National Park,1904,
Pacific West  Region,Redwood NP,National Park,1905,
Pacific West  Region,Redwood NP,National Park,1906,
Pacific West  Region,Redwood NP,National Park,1907,
Pacific West  Region,Redwood NP,National Park,1908,
Pacific West  Region,Redwood NP,National Park,1909,
Pacific West  Region,Redwood NP,National Park,1910,
Pacific West  Region,Redwood NP,National Park,1911,
Pacific West  Region,Redwood NP,National Park,1912,
Pacific West  Region,Redwood NP,National Park,1913,
Pacific West  Region,Redwood NP,National Park,1914,
Pacific West  Region,Redwood NP,National Park,1915,
Pacific West  Region,Redwood NP,National Park,1916,
Pacific West  Region,Redwood NP,National Park,1917,
Pacific West  Region,Redwood NP,National Park,1918,
Pacific West  Region,Redwood NP,National Park,1919,
Pacific West  Region,Redwood NP,National Park,1920,
Pacific West  Region,Redwood NP,National Park,1921,
Pacific West  Region,Redwood NP,National Park,1922,
Pacific West  Region,Redwood NP,National Park,1923,
Pacific West  Region,Redwood NP,National Park,1924,
Pacific West  Region,Redwood NP,National Park,1925,
Pacific West  Region,Redwood NP,National Park,1926,
Pacific West  Region,Redwood NP,National Park,1927,
Pacific West  Region,Redwood NP,National Park,1928,
Pacific West  Region,Redwood NP,National Park,1929,
Pacific West  Region,Redwood NP,National Park,1930,
Pacific West  Region,Redwood NP,National Park,1931,
Pacific West  Region,Redwood NP,National Park,1932,
Pacific West  Region,Redwood NP,National Park,1933,
Pacific West  Region,Redwood NP,National Park,1934,
Pacific West  Region,Redwood NP,National Park,1935,
Pacific West  Region,Redwood NP,National Park,1936,
Pacific West  Region,Redwood NP,National Park,1937,
Pacific West  Region,Redwood NP,National Park,1938,
Pacific West  Region,Redwood NP,National Park,1939,
Pacific West  Region,Redwood NP,National Park,1940,
Pacific West  Region,Redwood NP,National Park,1941,
Pacific West  Region,Redwood NP,National Park,1942,
Pacific West  Region,Redwood NP,National Park,1943,
Pacific West  Region,Redwood NP,National Park,1944,
Pacific West  Region,Redwood NP,National Park,1945,
Pacific West  Region,Redwood NP,National Park,1946,
Pacific West  Region,Redwood NP,National Park,1947,
Pacific West  Region,Redwood NP,National Park,1948,
Pacific West  Region,Redwood NP,National Park,1949,
Pacific West  Region,Redwood NP,National Park,1950,
Pacific West  Region,Redwood NP,National Park,1951,
Pacific West  Region,Redwood NP,National Park,1952,
Pacific West  Region,Redwood NP,National Park,1953,
Pacific West  Region,Redwood NP,National Park,1954,
Pacific West  Region,Redwood NP,National Park,1955,
Pacific West  Region,Redwood NP,National Park,1956,
Pacific West  Region,Redwood NP,National Park,1957,
Pacific West  Region,Redwood NP,National Park,1958,
Pacific West  Region,Redwood NP,National Park,1959,
Pacific West  Region,Redwood NP,National Park,1960,
Pacific West  Region,Redwood NP,National Park,1961,
Pacific West  Region,Redwood NP,National Park,1962,
Pacific West  Region,Redwood NP,National Park,1963,
Pacific West  Region,Redwood NP,National Park,1964,
Pacific West  Region,Redwood NP,National Park,1965,
Pacific West  Region,Redwood NP,National Park,1966,
Pacific West  Region,Redwood NP,National Park,1967,
Pacific West  Region,Redwood NP,National Park,1968,
Pacific West  Region,Redwood NP,National Park,1969,
Pacific West  Region,Redwood NP,National Park,1970,
Pacific West  Region,Redwood NP,National Park,1971,34500
Pacific West  Region,Redwood NP,National Park,1972,104304
Pacific West  Region,Redwood NP,National Park,1973,210500
Pacific West  Region,Redwood NP,National Park,1974,297400
Pacific West  Region,Redwood NP,National Park,1975,368200
Pacific West  Region,Redwood NP,National Park,1976,421700
Pacific West  Region,Redwood NP,National Park,1977,477900
Pacific West  Region,Redwood NP,National Park,1978,448012
Pacific West  Region,Redwood NP,National Park,1979,413917
Pacific West  Region,Redwood NP,National Park,1980,471710
Pacific West  Region,Redwood NP,National Park,1981,549461
Pacific West  Region,Redwood NP,National Park,1982,467126
Pacific West  Region,Redwood NP,National Park,1983,473711
Pacific West  Region,Redwood NP,National Park,1984,467155
Pacific West  Region,Redwood NP,National Park,1985,505791
Pacific West  Region,Redwood NP,National Park,1986,567849
Pacific West  Region,Redwood NP,National Park,1987,610897
Pacific West  Region,Redwood NP,National Park,1988,677135
Pacific West  Region,Redwood NP,National Park,1989,654115
Pacific West  Region,Redwood NP,National Park,1990,348458
Pacific West  Region,Redwood NP,National Park,1991,366280
Pacific West  Region,Redwood NP,National Park,1992,387781
Pacific West  Region,Redwood NP,National Park,1993,421027
Pacific West  Region,Redwood NP,National Park,1994,475033
Pacific West  Region,Redwood NP,National Park,1995,552464
Pacific West  Region,Redwood NP,National Park,1996,426938
Pacific West  Region,Redwood NP,National Park,1997,382488
Pacific West  Region,Redwood NP,National Park,1998,383188
Pacific West  Region,Redwood NP,National Park,1999,369726
Pacific West  Region,Redwood NP,National Park,2000,383253
Pacific West  Region,Redwood NP,National Park,2001,388352
Pacific West  Region,Redwood NP,National Park,2002,404789
Pacific West  Region,Redwood NP,National Park,2003,408126
Pacific West  Region,Redwood NP,National Park,2004,392029
Pacific West  Region,Redwood NP,National Park,2005,394144
Pacific West  Region,Redwood NP,National Park,2006,383780
Pacific West  Region,Redwood NP,National Park,2007,385171
Pacific West  Region,Redwood NP,National Park,2008,396899
Pacific West  Region,Redwood NP,National Park,2009,444426
Pacific West  Region,Redwood NP,National Park,2010,418820
Pacific West  Region,Redwood NP,National Park,2011,380167
Pacific West  Region,Redwood NP,National Park,2012,352517
Pacific West  Region,Redwood NP,National Park,2013,393364
Pacific West  Region,Redwood NP,National Park,2014,429166
Pacific West  Region,Redwood NP,National Park,2015,527143
Pacific West  Region,Redwood NP,National Park,2016,536297
Pacific West  Region,Redwood NP,National Park,2017,445000
Pacific West  Region,Redwood NP,National Park,2018,482536
Pacific West  Region,Redwood NP,National Park,2019,504722
Pacific West  Region,Redwood NP,National Park,2020,265177
Pacific West  Region,Sequoia NP,National Park,1904,
Pacific West  Region,Sequoia NP,National Park,1905,
Pacific West  Region,Sequoia NP,National Park,1906,700
Pacific West  Region,Sequoia NP,National Park,1907,900
Pacific West  Region,Sequoia NP,National Park,1908,1251
Pacific West  Region,Sequoia NP,National Park,1909,854
Pacific West  Region,Sequoia NP,National Park,1910,2407
Pacific West  Region,Sequoia NP,National Park,1911,3114
Pacific West  Region,Sequoia NP,National Park,1912,2923
Pacific West  Region,Sequoia NP,National Park,1913,3823
Pacific West  Region,Sequoia NP,National Park,1914,4667
Pacific West  Region,Sequoia NP,National Park,1915,7647
Pacific West  Region,Sequoia NP,National Park,1916,10780
Pacific West  Region,Sequoia NP,National Park,1917,18510
Pacific West  Region,Sequoia NP,National Park,1918,15001
Pacific West  Region,Sequoia NP,National Park,1919,30443
Pacific West  Region,Sequoia NP,National Park,1920,31508
Pacific West  Region,Sequoia NP,National Park,1921,28263
Pacific West  Region,Sequoia NP,National Park,1922,27514
Pacific West  Region,Sequoia NP,National Park,1923,30158
Pacific West  Region,Sequoia NP,National Park,1924,34468
Pacific West  Region,Sequoia NP,National Park,1925,46677
Pacific West  Region,Sequoia NP,National Park,1926,89404
Pacific West  Region,Sequoia NP,National Park,1927,100684
Pacific West  Region,Sequoia NP,National Park,1928,98035
Pacific West  Region,Sequoia NP,National Park,1929,111385
Pacific West  Region,Sequoia NP,National Park,1930,129221
Pacific West  Region,Sequoia NP,National Park,1931,143573
Pacific West  Region,Sequoia NP,National Park,1932,131398
Pacific West  Region,Sequoia NP,National Park,1933,126464
Pacific West  Region,Sequoia NP,National Park,1934,147533
Pacific West  Region,Sequoia NP,National Park,1935,205783
Pacific West  Region,Sequoia NP,National Park,1936,230714
Pacific West  Region,Sequoia NP,National Park,1937,243661
Pacific West  Region,Sequoia NP,National Park,1938,260139
Pacific West  Region,Sequoia NP,National Park,1939,275329
Pacific West  Region,Sequoia NP,National Park,1940,282198
Pacific West  Region,Sequoia NP,National Park,1941,302530
Pacific West  Region,Sequoia NP,National Park,1942,154880
Pacific West  Region,Sequoia NP,National Park,1943,62780
Pacific West  Region,Sequoia NP,National Park,1944,54600
Pacific West  Region,Sequoia NP,National Park,1945,137875
Pacific West  Region,Sequoia NP,National Park,1946,315365
Pacific West  Region,Sequoia NP,National Park,1947,373892
Pacific West  Region,Sequoia NP,National Park,1948,403968
Pacific West  Region,Sequoia NP,National Park,1949,367627
Pacific West  Region,Sequoia NP,National Park,1950,379218
Pacific West  Region,Sequoia NP,National Park,1951,452538
Pacific West  Region,Sequoia NP,National Park,1952,472062
Pacific West  Region,Sequoia NP,National Park,1953,501259
Pacific West  Region,Sequoia NP,National Park,1954,484700
Pacific West  Region,Sequoia NP,National Park,1955,518000
Pacific West  Region,Sequoia NP,National Park,1956,538100
Pacific West  Region,Sequoia NP,National Park,1957,535800
Pacific West  Region,Sequoia NP,National Park,1958,512200
Pacific West  Region,Sequoia NP,National Park,1959,547300
Pacific West  Region,Sequoia NP,National Park,1960,610800
Pacific West  Region,Sequoia NP,National Park,1961,610200
Pacific West  Region,Sequoia NP,National Park,1962,687400
Pacific West  Region,Sequoia NP,National Park,1963,631700
Pacific West  Region,Sequoia NP,National Park,1964,654100
Pacific West  Region,Sequoia NP,National Park,1965,877300
Pacific West  Region,Sequoia NP,National Park,1966,797800
Pacific West  Region,Sequoia NP,National Park,1967,746900
Pacific West  Region,Sequoia NP,National Park,1968,874300
Pacific West  Region,Sequoia NP,National Park,1969,919300
Pacific West  Region,Sequoia NP,National Park,1970,875700
Pacific West  Region,Sequoia NP,National Park,1971,878500
Pacific West  Region,Sequoia NP,National Park,1972,867051
Pacific West  Region,Sequoia NP,National Park,1973,845500
Pacific West  Region,Sequoia NP,National Park,1974,686600
Pacific West  Region,Sequoia NP,National Park,1975,957000
Pacific West  Region,Sequoia NP,National Park,1976,1040600
Pacific West  Region,Sequoia NP,National Park,1977,978200
Pacific West  Region,Sequoia NP,National Park,1978,973056
Pacific West  Region,Sequoia NP,National Park,1979,799576
Pacific West  Region,Sequoia NP,National Park,1980,862397
Pacific West  Region,Sequoia NP,National Park,1981,1083002
Pacific West  Region,Sequoia NP,National Park,1982,1020500
Pacific West  Region,Sequoia NP,National Park,1983,854233
Pacific West  Region,Sequoia NP,National Park,1984,979632
Pacific West  Region,Sequoia NP,National Park,1985,939468
Pacific West  Region,Sequoia NP,National Park,1986,1056527
Pacific West  Region,Sequoia NP,National Park,1987,1139389
Pacific West  Region,Sequoia NP,National Park,1988,1031129
Pacific West  Region,Sequoia NP,National Park,1989,1056020
Pacific West  Region,Sequoia NP,National Park,1990,1063538
Pacific West  Region,Sequoia NP,National Park,1991,1120278
Pacific West  Region,Sequoia NP,National Park,1992,961095
Pacific West  Region,Sequoia NP,National Park,1993,1066552
Pacific West  Region,Sequoia NP,National Park,1994,1034133
Pacific West  Region,Sequoia NP,National Park,1995,844582
Pacific West  Region,Sequoia NP,National Park,1996,838060
Pacific West  Region,Sequoia NP,National Park,1997,1008931
Pacific West  Region,Sequoia NP,National Park,1998,861303
Pacific West  Region,Sequoia NP,National Park,1999,873229
Pacific West  Region,Sequoia NP,National Park,2000,838947
Pacific West  Region,Sequoia NP,National Park,2001,870327
Pacific West  Region,Sequoia NP,National Park,2002,920292
Pacific West  Region,Sequoia NP,National Park,2003,979297
Pacific West  Region,Sequoia NP,National Park,2004,1000177
Pacific West  Region,Sequoia NP,National Park,2005,1004843
Pacific West  Region,Sequoia NP,National Park,2006,954507
Pacific West  Region,Sequoia NP,National Park,2007,979537
Pacific West  Region,Sequoia NP,National Park,2008,930011
Pacific West  Region,Sequoia NP,National Park,2009,965170
Pacific West  Region,Sequoia NP,National Park,2010,1002979
Pacific West  Region,Sequoia NP,National Park,2011,1006583
Pacific West  Region,Sequoia NP,National Park,2012,1106584
Pacific West  Region,Sequoia NP,National Park,2013,909274
Pacific West  Region,Sequoia NP,National Park,2014,1039137
Pacific West  Region,Sequoia NP,National Park,2015,1097464
Pacific West  Region,Sequoia NP,National Park,2016,1254688
Pacific West  Region,Sequoia NP,National Park,2017,1291256
Pacific West  Region,Sequoia NP,National Park,2018,1229594
Pacific West  Region,Sequoia NP,National Park,2019,1246053
Pacific West  Region,Sequoia NP,National Park,2020,796086
Pacific West  Region,Yosemite NP,National Park,1904,
Pacific West  Region,Yosemite NP,National Park,1905,
Pacific West  Region,Yosemite NP,National Park,1906,5414
Pacific West  Region,Yosemite NP,National Park,1907,7102
Pacific West  Region,Yosemite NP,National Park,1908,8850
Pacific West  Region,Yosemite NP,National Park,1909,13182
Pacific West  Region,Yosemite NP,National Park,1910,13619
Pacific West  Region,Yosemite NP,National Park,1911,12530
Pacific West  Region,Yosemite NP,National Park,1912,10884
Pacific West  Region,Yosemite NP,National Park,1913,13735
Pacific West  Region,Yosemite NP,National Park,1914,15145
Pacific West  Region,Yosemite NP,National Park,1915,33452
Pacific West  Region,Yosemite NP,National Park,1916,33390
Pacific West  Region,Yosemite NP,National Park,1917,34510
Pacific West  Region,Yosemite NP,National Park,1918,33527
Pacific West  Region,Yosemite NP,National Park,1919,58362
Pacific West  Region,Yosemite NP,National Park,1920,68906
Pacific West  Region,Yosemite NP,National Park,1921,91513
Pacific West  Region,Yosemite NP,National Park,1922,100506
Pacific West  Region,Yosemite NP,National Park,1923,130046
Pacific West  Region,Yosemite NP,National Park,1924,105894
Pacific West  Region,Yosemite NP,National Park,1925,209166
Pacific West  Region,Yosemite NP,National Park,1926,274209
Pacific West  Region,Yosemite NP,National Park,1927,490430
Pacific West  Region,Yosemite NP,National Park,1928,460619
Pacific West  Region,Yosemite NP,National Park,1929,461257
Pacific West  Region,Yosemite NP,National Park,1930,458566
Pacific West  Region,Yosemite NP,National Park,1931,461855
Pacific West  Region,Yosemite NP,National Park,1932,498289
Pacific West  Region,Yosemite NP,National Park,1933,296088
Pacific West  Region,Yosemite NP,National Park,1934,309431
Pacific West  Region,Yosemite NP,National Park,1935,372317
Pacific West  Region,Yosemite NP,National Park,1936,431192
Pacific West  Region,Yosemite NP,National Park,1937,481492
Pacific West  Region,Yosemite NP,National Park,1938,443325
Pacific West  Region,Yosemite NP,National Park,1939,466552
Pacific West  Region,Yosemite NP,National Park,1940,506781
Pacific West  Region,Yosemite NP,National Park,1941,597863
Pacific West  Region,Yosemite NP,National Park,1942,319816
Pacific West  Region,Yosemite NP,National Park,1943,116682
Pacific West  Region,Yosemite NP,National Park,1944,120494
Pacific West  Region,Yosemite NP,National Park,1945,290569
Pacific West  Region,Yosemite NP,National Park,1946,640483
Pacific West  Region,Yosemite NP,National Park,1947,777622
Pacific West  Region,Yosemite NP,National Park,1948,745899
Pacific West  Region,Yosemite NP,National Park,1949,808372
Pacific West  Region,Yosemite NP,National Park,1950,820953
Pacific West  Region,Yosemite NP,National Park,1951,858405
Pacific West  Region,Yosemite NP,National Park,1952,973971
Pacific West  Region,Yosemite NP,National Park,1953,969225
Pacific West  Region,Yosemite NP,National Park,1954,1008000
Pacific West  Region,Yosemite NP,National Park,1955,984200
Pacific West  Region,Yosemite NP,National Park,1956,1114200
Pacific West  Region,Yosemite NP,National Park,1957,1138700
Pacific West  Region,Yosemite NP,National Park,1958,1139300
Pacific West  Region,Yosemite NP,National Park,1959,1061500
Pacific West  Region,Yosemite NP,National Park,1960,1150400
Pacific West  Region,Yosemite NP,National Park,1961,1227100
Pacific West  Region,Yosemite NP,National Park,1962,1505500
Pacific West  Region,Yosemite NP,National Park,1963,1473400
Pacific West  Region,Yosemite NP,National Park,1964,1547000
Pacific West  Region,Yosemite NP,National Park,1965,1635400
Pacific West  Region,Yosemite NP,National Park,1966,1817100
Pacific West  Region,Yosemite NP,National Park,1967,2238300
Pacific West  Region,Yosemite NP,National Park,1968,2281100
Pacific West  Region,Yosemite NP,National Park,1969,2291300
Pacific West  Region,Yosemite NP,National Park,1970,2277200
Pacific West  Region,Yosemite NP,National Park,1971,2342200
Pacific West  Region,Yosemite NP,National Park,1972,2190301
Pacific West  Region,Yosemite NP,National Park,1973,2254300
Pacific West  Region,Yosemite NP,National Park,1974,2274600
Pacific West  Region,Yosemite NP,National Park,1975,2537400
Pacific West  Region,Yosemite NP,National Park,1976,2682400
Pacific West  Region,Yosemite NP,National Park,1977,2392600
Pacific West  Region,Yosemite NP,National Park,1978,2569268
Pacific West  Region,Yosemite NP,National Park,1979,2350782
Pacific West  Region,Yosemite NP,National Park,1980,2490282
Pacific West  Region,Yosemite NP,National Park,1981,2516893
Pacific West  Region,Yosemite NP,National Park,1982,2415587
Pacific West  Region,Yosemite NP,National Park,1983,2457464
Pacific West  Region,Yosemite NP,National Park,1984,2738467
Pacific West  Region,Yosemite NP,National Park,1985,2831952
Pacific West  Region,Yosemite NP,National Park,1986,2876717
Pacific West  Region,Yosemite NP,National Park,1987,3152275
Pacific West  Region,Yosemite NP,National Park,1988,3216681
Pacific West  Region,Yosemite NP,National Park,1989,3308159
Pacific West  Region,Yosemite NP,National Park,1990,3124939
Pacific West  Region,Yosemite NP,National Park,1991,3423101
Pacific West  Region,Yosemite NP,National Park,1992,3819518
Pacific West  Region,Yosemite NP,National Park,1993,3839645
Pacific West  Region,Yosemite NP,National Park,1994,3962117
Pacific West  Region,Yosemite NP,National Park,1995,3958406
Pacific West  Region,Yosemite NP,National Park,1996,4046207
Pacific West  Region,Yosemite NP,National Park,1997,3669970
Pacific West  Region,Yosemite NP,National Park,1998,3657132
Pacific West  Region,Yosemite NP,National Park,1999,3493607
Pacific West  Region,Yosemite NP,National Park,2000,3400903
Pacific West  Region,Yosemite NP,National Park,2001,3368731
Pacific West  Region,Yosemite NP,National Park,2002,3361867
Pacific West  Region,Yosemite NP,National Park,2003,3378664
Pacific West  Region,Yosemite NP,National Park,2004,3280911
Pacific West  Region,Yosemite NP,National Park,2005,3304144
Pacific West  Region,Yosemite NP,National Park,2006,3242644
Pacific West  Region,Yosemite NP,National Park,2007,3503428
Pacific West  Region,Yosemite NP,National Park,2008,3431514
Pacific West  Region,Yosemite NP,National Park,2009,3737472
Pacific West  Region,Yosemite NP,National Park,2010,3901408
Pacific West  Region,Yosemite NP,National Park,2011,3951393
Pacific West  Region,Yosemite NP,National Park,2012,3853404
Pacific West  Region,Yosemite NP,National Park,2013,3691191
Pacific West  Region,Yosemite NP,National Park,2014,3882642
Pacific West  Region,Yosemite NP,National Park,2015,4150217
Pacific West  Region,Yosemite NP,National Park,2016,5028868
Pacific West  Region,Yosemite NP,National Park,2017,4336890
Pacific West  Region,Yosemite NP,National Park,2018,4009436
Pacific West  Region,Yosemite NP,National Park,2019,4422861
Pacific West  Region,Yosemite NP,National Park,2020,2268313
Southeast  Region,Biscayne NP,National Park,1904,
Southeast  Region,Biscayne NP,National Park,1905,
Southeast  Region,Biscayne NP,National Park,1906,
Southeast  Region,Biscayne NP,National Park,1907,
Southeast  Region,Biscayne NP,National Park,1908,
Southeast  Region,Biscayne NP,National Park,1909,
Southeast  Region,Biscayne NP,National Park,1910,
Southeast  Region,Biscayne NP,National Park,1911,
Southeast  Region,Biscayne NP,National Park,1912,
Southeast  Region,Biscayne NP,National Park,1913,
Southeast  Region,Biscayne NP,National Park,1914,
Southeast  Region,Biscayne NP,National Park,1915,
Southeast  Region,Biscayne NP,National Park,1916,
Southeast  Region,Biscayne NP,National Park,1917,
Southeast  Region,Biscayne NP,National Park,1918,
Southeast  Region,Biscayne NP,National Park,1919,
Southeast  Region,Biscayne NP,National Park,1920,
Southeast  Region,Biscayne NP,National Park,1921,
Southeast  Region,Biscayne NP,National Park,1922,
Southeast  Region,Biscayne NP,National Park,1923,
Southeast  Region,Biscayne NP,National Park,1924,
Southeast  Region,Biscayne NP,National Park,1925,
Southeast  Region,Biscayne NP,National Park,1926,
Southeast  Region,Biscayne NP,National Park,1927,
Southeast  Region,Biscayne NP,National Park,1928,
Southeast  Region,Biscayne NP,National Park,1929,
Southeast  Region,Biscayne NP,National Park,1930,
Southeast  Region,Biscayne NP,National Park,1931,
Southeast  Region,Biscayne NP,National Park,1932,
Southeast  Region,Biscayne NP,National Park,1933,
Southeast  Region,Biscayne NP,National Park,1934,
Southeast  Region,Biscayne NP,National Park,1935,
Southeast  Region,Biscayne NP,National Park,1936,
Southeast  Region,Biscayne NP,National Park,1937,
Southeast  Region,Biscayne NP,National Park,1938,
Southeast  Region,Biscayne NP,National Park,1939,
Southeast  Region,Biscayne NP,National Park,1940,
Southeast  Region,Biscayne NP,National Park,1941,
Southeast  Region,Biscayne NP,National Park,1942,
Southeast  Region,Biscayne NP,National Park,1943,
Southeast  Region,Biscayne NP,National Park,1944,
Southeast  Region,Biscayne NP,National Park,1945,
Southeast  Region,Biscayne NP,National Park,1946,
Southeast  Region,Biscayne NP,National Park,1947,
Southeast  Region,Biscayne NP,National Park,1948,
Southeast  Region,Biscayne NP,National Park,1949,
Southeast  Region,Biscayne NP,National Park,1950,
Southeast  Region,Biscayne NP,National Park,1951,
Southeast  Region,Biscayne NP,National Park,1952,
Southeast  Region,Biscayne NP,National Park,1953,
Southeast  Region,Biscayne NP,National Park,1954,
Southeast  Region,Biscayne NP,National Park,1955,
Southeast  Region,Biscayne NP,National Park,1956,
Southeast  Region,Biscayne NP,National Park,1957,
Southeast  Region,Biscayne NP,National Park,1958,
Southeast  Region,Biscayne NP,National Park,1959,
Southeast  Region,Biscayne NP,National Park,1960,
Southeast  Region,Biscayne NP,National Park,1961,
Southeast  Region,Biscayne NP,National Park,1962,
Southeast  Region,Biscayne NP,National Park,1963,
Southeast  Region,Biscayne NP,National Park,1964,
Southeast  Region,Biscayne NP,National Park,1965,
Southeast  Region,Biscayne NP,National Park,1966,
Southeast  Region,Biscayne NP,National Park,1967,
Southeast  Region,Biscayne NP,National Park,1968,
Southeast  Region,Biscayne NP,National Park,1969,
Southeast  Region,Biscayne NP,National Park,1970,
Southeast  Region,Biscayne NP,National Park,1971,
Southeast  Region,Biscayne NP,National Park,1972,78147
Southeast  Region,Biscayne NP,National Park,1973,243100
Southeast  Region,Biscayne NP,National Park,1974,409700
Southeast  Region,Biscayne NP,National Park,1975,351500
Southeast  Region,Biscayne NP,National Park,1976,339100
Southeast  Region,Biscayne NP,National Park,1977,205900
Southeast  Region,Biscayne NP,National Park,1978,177416
Southeast  Region,Biscayne NP,National Park,1979,202938
Southeast  Region,Biscayne NP,National Park,1980,248071
Southeast  Region,Biscayne NP,National Park,1981,305502
Southeast  Region,Biscayne NP,National Park,1982,348219
Southeast  Region,Biscayne NP,National Park,1983,369082
Southeast  Region,Biscayne NP,National Park,1984,340567
Southeast  Region,Biscayne NP,National Park,1985,460921
Southeast  Region,Biscayne NP,National Park,1986,578013
Southeast  Region,Biscayne NP,National Park,1987,607968
Southeast  Region,Biscayne NP,National Park,1988,531036
Southeast  Region,Biscayne NP,National Park,1989,589957
Southeast  Region,Biscayne NP,National Park,1990,573376
Southeast  Region,Biscayne NP,National Park,1991,488134
Southeast  Region,Biscayne NP,National Park,1992,307512
Southeast  Region,Biscayne NP,National Park,1993,19950
Southeast  Region,Biscayne NP,National Park,1994,25147
Southeast  Region,Biscayne NP,National Park,1995,584519
Southeast  Region,Biscayne NP,National Park,1996,338603
Southeast  Region,Biscayne NP,National Park,1997,392069
